sector,anio,vab,rta,imb,puestos_total,puestos_ar,puestos_anr,puestos_na,ipc_base2016,vab_real,rta_real,imb_real,part_rta,part_imb,part_excedente,productividad,part_ar,part_anr,part_na,grupo_prod,productividad_media
Hoteles y restaurantes,2022,1549202.3421297544,474672.33055830456,389732.06151724095,683.505603025063,276.42469960111885,241.47435583836443,165.6065475855797,940.4484760525055,164730.1666788242,50472.97567546948,41441.08597561086,0.3063978911274768,0.25156950187763055,0.4420326069948927,241.00777806320897,0.40442199504688303,0.3532880414873643,0.24228996346575257,Baja productividad,231.076811494461
"Transporte, almacenamiento y comunicaciones",2016,440273.83095919027,285131.15213468496,23907.35015967114,1162.864964184736,608.5867736195962,266.1120757422042,288.16611482293564,100,440273.8309591903,285131.15213468496,23907.35015967114,0.6476223024963621,0.05430109281668197,0.29807660468695596,378.61131302365663,0.5233511992910248,0.22884176919782825,0.24780703151114694,Media productividad,373.5106579632081
"Transporte, almacenamiento y comunicaciones",2017,599565.921043152,371454.2657045915,32536.304905283243,1187.5149716715246,615.778811988002,275.5759142446492,296.16024543887346,125.54653977089747,477564.6721425097,295869.77576796355,25915.732097958928,0.6195386573311547,0.05426643470441933,0.326194907964426,402.15465365484897,0.51854404085638,0.23206100202404484,0.24939495711957524,Media productividad,373.5106579632081
"Transporte, almacenamiento y comunicaciones",2018,777792.8795419073,464386.7232742693,47195.6970404568,1192.42809779848,611.020177732034,280.617904310715,300.7900157557309,168.59175694351987,461346.9208951163,275450.4322710416,27994.07153474763,0.5970570514193659,0.06067900373201335,0.3422639448486207,386.89705630626946,0.5124167896245735,0.23533318682175114,0.2522500235536754,Media productividad,373.5106579632081
"Transporte, almacenamiento y comunicaciones",2019,1256377.1248194587,643002.735007226,79216.90192697069,1200.7461681227485,603.2405031749355,277.7500219868731,319.7556429609395,259.15986394895566,484788.46441550675,248110.4617086357,30566.80950510659,0.5117911830013823,0.06305184992790612,0.4251569670707116,403.739339158939,0.5023880310341062,0.23131451872222805,0.2662974502436654,Media productividad,373.5106579632081
"Transporte, almacenamiento y comunicaciones",2020,1388678.9308979877,821798.9947334535,80134.57581162178,1039.9091737034676,575.5370461054353,209.19654417121777,255.17558342681463,367.92304089693823,377437.33784995036,223361.6553967475,21780.25480988262,0.5917847361607467,0.05770561792840253,0.3505096459108508,362.9522148610043,0.5534493402493542,0.20116809184998172,0.2453825679006641,Media productividad,373.5106579632081
"Transporte, almacenamiento y comunicaciones",2021,2199601.4945777133,1244419.869099658,146395.48139329892,1169.8235265970818,581.0200449203611,262.55066104639064,326.25282063033,545.7444450585634,403046.06203397556,228022.45270057127,26824.91461321046,0.5657478739523069,0.06655545641070972,0.36769666963698344,344.53578071420964,0.4966732431946377,0.22443612654134973,0.27889063026401256,Media productividad,373.5106579632081
"Transporte, almacenamiento y comunicaciones",2022,3848371.150411482,2258570.505448088,285576.0214569046,1219.02042043851,583.3089270551003,298.4305386207451,337.28095476266435,940.4484760525055,409205.95316022675,240158.87770145014,30365.940158210306,0.5868899898614492,0.07420698531802727,0.3389030248205235,335.6842480235285,0.47850628035030823,0.2448117632954768,0.2766819563542148,Media productividad,373.5106579632081
Intermediación financiera,2016,321378.94645486283,171088.74220990765,6275.090853483902,303.98946992658887,259.87466666666666,18.98588387430553,25.128919385616676,100,321378.94645486283,171088.74220990765,6275.090853483902,0.5323582770346059,0.019525519399153386,0.4481162035662407,1057.204206884118,0.8548804888847775,0.0624557287424807,0.08266378237274179,Alta productividad,918.5673366701635
Intermediación financiera,2017,418551.8219588993,218633.54271038415,8724.226552703163,304.82120430336454,258.24224556202216,20.247466126615603,26.331492614726734,125.54653977089747,333383.7975325246,174145.41500654316,6948.998011911354,0.5223571640117084,0.020843838432890296,0.4567989975554013,1093.702776663575,0.8471925243921482,0.06642407365619124,0.0863834019516604,Alta productividad,918.5673366701635
Intermediación financiera,2018,516945.40035269945,278953.1800625654,11476.627567006642,307.74280271254884,258.0636614686956,21.671104744418656,28.008036499434535,168.59175694351987,306625.54903314874,165460.74678847904,6807.347983716335,0.5396182650474157,0.02220085053310546,0.43818088441947883,996.369521335504,0.8385692831612486,0.07041953395303556,0.09101118288571579,Alta productividad,918.5673366701635
Intermediación financiera,2019,666094.2826072945,411604.7660030087,18789.709603025232,308.01048576581053,255.1728194712848,21.61625753897976,31.221408755545937,259.15986394895566,257020.61748978577,158822.72807647358,7250.239028805042,0.6179376955344267,0.0282087837918029,0.3538535206737704,834.4541155823057,0.8284549756052794,0.070180265081674,0.10136475931304656,Alta productividad,918.5673366701635
Intermediación financiera,2020,1029215.675574312,561767.5268365627,22435.02252714239,298.11057506341604,250.8442991984348,17.31608333116344,29.950192533817813,367.92304089693823,279736.67348074936,152686.15019789524,6097.7487227897855,0.5458209976476418,0.021798174143260535,0.4323808282090977,938.3654820740322,0.8414471682028508,0.058086108912707476,0.10046672288444182,Alta productividad,918.5673366701635
Intermediación financiera,2021,1352345.244768998,820155.6739387339,37994.521515326545,309.04796327368484,248.02844493591073,21.70689835364014,39.31261998413396,545.7444450585634,247798.26107508593,150282.0012855511,6961.962116032052,0.606469152097939,0.02809528237134195,0.3654355655307191,801.8116620158478,0.8025564779932336,0.07023795958304722,0.12720556242371908,Alta productividad,918.5673366701635
Intermediación financiera,2022,2016359.5478573588,1405907.8874667138,64882.88112025241,302.8033705207442,245.16267225145825,21.274239553469855,36.366458715816066,940.4484760525055,214404.04224173413,149493.34527798434,6899.142565746471,0.6972505915230603,0.032178229914004576,0.27057117856293506,708.0635921357617,0.809643141784853,0.07025760485057883,0.12009925336456816,Alta productividad,918.5673366701635
"Actividades inmobiliarias, empresariales y de alquiler",2016,765831.6801753899,234742.473418866,71449.00790878848,1287.2734942452337,824.4445644479351,82.84442979729825,379.9845,100,765831.6801753899,234742.473418866,71449.00790878848,0.30651966939407044,0.09329596797618155,0.6001843626297481,594.9253857855742,0.6404579664955591,0.06435651022696802,0.29518552327747266,Alta productividad,573.1278604950921
"Actividades inmobiliarias, empresariales y de alquiler",2017,1050371.0829276936,314185.8379483268,104067.90085671736,1356.6687235090765,835.4290919246276,93.39386650865444,427.8457650757944,125.54653977089747,836638.8152508658,250254.47815739576,82891.89096459749,0.29911889526946833,0.09907727140264512,0.6018038333278866,616.68615245059,0.6157944658470181,0.06884058347500455,0.3153649506779774,Alta productividad,573.1278604950921
"Actividades inmobiliarias, empresariales y de alquiler",2018,1507222.0523947286,410805.0660534718,141341.17399025292,1405.1649620298963,850.0003568073555,95.84818571115852,459.3164195113825,168.59175694351987,894006.9667223796,243668.5360548773,83836.34915057194,0.2725577597546227,0.0937759461292946,0.6336662941160827,636.2291907925887,0.6049114372873687,0.06821134051954766,0.32687722219308374,Alta productividad,573.1278604950921
"Actividades inmobiliarias, empresariales y de alquiler",2019,2165470.795363229,599505.5793103436,232672.96101463976,1459.4839781374126,845.0354088522162,101.37679981271415,513.0717694724824,259.15986394895566,835573.3647821876,231326.55272130514,89779.70487762998,0.27684768623710976,0.10744682473337722,0.615705489029513,572.5128725623579,0.5789960160649703,0.06946071442462205,0.3515432695104077,Alta productividad,573.1278604950921
"Actividades inmobiliarias, empresariales y de alquiler",2020,2647917.765209719,841297.9504487291,235610.95875858952,1359.6951538469143,833.9784063267493,90.06079201588315,435.6559555042821,367.92304089693823,719693.379016034,228661.39299071283,64038.109215505305,0.3177205733132339,0.0889797114752651,0.593299715211501,529.3049526431297,0.6133569013371989,0.06623601750810015,0.3204070811547011,Alta productividad,573.1278604950921
"Actividades inmobiliarias, empresariales y de alquiler",2021,4330891.345056828,1340563.8781699345,399446.7977580922,1503.0261337134923,873.912706581435,111.97683675409505,517.1365903779623,545.7444450585634,793574.9752967404,245639.49121389218,73193.0121094,0.3095353291880714,0.09223200628526755,0.5982326645266611,527.9848150983728,0.5814354700688263,0.07450092466285761,0.3440636052683161,Alta productividad,573.1278604950921
"Actividades inmobiliarias, empresariales y de alquiler",2022,7773620.498283979,2463133.5391179835,628888.1896569005,1547.185734355957,923.1363942573054,117.589527856224,506.4598122424277,940.4484760525055,826586.5378306994,261910.52480162308,66871.0945544442,0.3168579607998253,0.08090029475914434,0.6022417444410304,534.2516541330317,0.5966551873887184,0.07600220532357266,0.327342607287709,Alta productividad,573.1278604950921
Enseñanza privada,2016,88284.53827450964,84907.2187956735,4133.15404409568,657.002694967587,511.45219473879627,103.788214346485,41.76228588230576,100,88284.53827450964,84907.2187956735,4133.15404409568,0.961745062670716,0.0468162843106701,-0.008561346981386123,134.37469731971973,0.7784628566310958,0.15797228099894683,0.06356486236995738,Baja productividad,145.49604076120602
Enseñanza privada,2017,120609.46274674076,110529.77228885436,5250.538321978127,674.9983204174384,521.7009284908554,110.09827421744085,43.19911770914223,125.54653977089747,96067.53238029013,88038.88381993935,4182.1449890690155,0.9164270345930319,0.043533386207045464,0.04003957919992266,142.32262433020455,0.7728921875956972,0.1631089602554165,0.06399885214888631,Baja productividad,145.49604076120602
Enseñanza privada,2018,189683.81028431235,141638.76565296785,7046.390876111121,694.1846384654855,532.9526997781479,115.86715064751166,45.36478803982594,168.59175694351987,112510.7263386896,84012.86529116512,4179.558362673532,0.7467098295878232,0.03714808799733335,0.21614208241484348,162.0760819303027,0.7677391147062181,0.16691114183056432,0.0653497434632176,Baja productividad,145.49604076120602
Enseñanza privada,2019,276774.4976265089,205107.89621475368,10785.79522709312,698.4345501807954,538.3671489998533,110.74817896122,49.31922221972226,259.15986394895566,106796.82162552093,79143.38782611488,4161.830872552665,0.741065011313054,0.03896961360091754,0.21996537508602843,152.9088467886872,0.7708197552089778,0.15856629505592462,0.0706139497350977,Baja productividad,145.49604076120602
Enseñanza privada,2020,357227.7310581119,269557.9313032309,11903.631158301889,652.0555851579143,517.6124761783987,91.58699558526196,42.85611339425365,367.92304089693823,97093.05788168283,73264.75956659067,3235.3589841187213,0.7545828833187104,0.03332224831214313,0.21209486836914648,148.90303847051462,0.7938164904346977,0.14045887754045003,0.06572463202485228,Baja productividad,145.49604076120602
Enseñanza privada,2021,533532.8463729953,396328.70816392853,22826.20663733501,701.2696611483966,522.6218454673397,116.93838742784214,61.70942825321483,545.7444450585634,97762.39615517155,72621.6660109841,4182.581580813992,0.7428384416408607,0.04278313283335719,0.21437842552578215,139.4077080064696,0.7452508990785315,0.16675238343598706,0.08799671748548155,Baja productividad,145.49604076120602
Enseñanza privada,2022,959475.96163905,711807.6330201817,50444.16422858491,736.7400311071967,538.9520317884712,118.69798891999883,79.09001039872666,940.4484760525055,102023.23530433179,75688.10531842908,5363.841349429609,0.7418712520991328,0.052574703531303,0.20555404436956415,138.4792884825438,0.7315362394229029,0.16111244660021481,0.10735131397688223,Baja productividad,145.49604076120602
Servicios sociales y de salud privados,2016,304897.7537495935,111497.77068050952,31296.47441612804,783.0563683515389,299.45828167843104,255.935162585787,227.66292408732093,100,304897.7537495935,111497.77068050954,31296.47441612804,0.3656890525080104,0.10264580185077786,0.5316651456412117,389.36884504426274,0.38242238206789564,0.32684130150754304,0.2907363164245614,Media productividad,341.68480324968414
Servicios sociales y de salud privados,2017,406840.5302251794,143902.5172717673,37870.62854530426,801.4003967392168,309.97792984583384,257.58500376727903,233.837463126104,125.54653977089747,324055.5502107815,114620.85497088697,30164.613548419697,0.3537074273109409,0.09308469961029571,0.5532078730787634,404.36160442310364,0.38679532866104077,0.32141861273759714,0.29178605860136214,Media productividad,341.68480324968414
Servicios sociales y de salud privados,2018,534098.8226220204,189806.85767211937,51587.41375055144,830.1253918494187,316.57719614259076,268.67662783092953,244.8715678758984,168.59175694351987,316800.08103892615,112583.71175033592,30599.01307501873,0.3553777870924927,0.09658776908980317,0.5480344438177042,381.6291901794908,0.3813606947226312,0.3236578840605641,0.29498142121680465,Media productividad,341.68480324968414
Servicios sociales y de salud privados,2019,745134.5393747243,264136.2187912561,75139.300075346,862.7200628113224,316.9498229082762,278.1000467173802,267.670193185666,259.15986394895566,287519.2663017784,101920.18731854272,28993.417009257842,0.3544812444379569,0.10083991025083702,0.544678845311206,333.2706386412844,0.36738431916772685,0.32235259002919575,0.31026309080307746,Media productividad,341.68480324968414
Servicios sociales y de salud privados,2020,863039.6126245339,349977.9330813866,76898.35116963656,819.9613192486548,320.58138817371236,273.06502604567106,226.31490502927136,367.92304089693823,234570.68916384788,95122.59200407665,20900.661992293426,0.4055178093356473,0.0891017631691157,0.505380427495237,286.07531069732556,0.3909713551701034,0.3330218385129257,0.27600680631697083,Media productividad,341.68480324968414
Servicios sociales y de salud privados,2021,1463164.4602309926,554233.5057528612,136151.33231844136,893.0228275985867,323.42376243650335,300.5299719050756,269.0690932570077,545.7444450585634,268104.32492335886,101555.50107218897,24947.81826021721,0.3787909840739046,0.09305265130411033,0.5281563646219851,300.2211328061052,0.36216740764199384,0.33653111949358105,0.30130147286442505,Media productividad,341.68480324968414
Servicios sociales y de salud privados,2022,2611655.441627517,1004496.8115507488,237505.4638385977,935.4467998471088,324.96029358534054,332.8389686049332,277.6475376568349,940.4484760525055,277703.19248002133,106810.40345422043,25254.489734038096,0.3846207258200845,0.09094058123172268,0.5244386929481929,296.8669009562165,0.3473851144057072,0.3558074800826012,0.2968074055116915,Media productividad,341.68480324968414
"Otras actividades de servicios comunitarias, sociales y personales",2016,235730.99300841507,143638.67303008478,31881.47722367432,1047.4984488379528,498.0113045321672,314.0109554341763,235.47618887160945,100,235730.9930084151,143638.67303008478,31881.47722367432,0.6093329994370201,0.13524516575780182,0.25542183480517805,225.04185401890032,0.47542915704041216,0.2997722390735049,0.2247986038860831,Baja productividad,186.63842056243465
"Otras actividades de servicios comunitarias, sociales y personales",2017,307857.48103079735,192530.01924962172,38794.27723165987,1078.6146457194338,503.43765071186226,340.7591025492442,234.41789245832732,125.54653977089747,245213.83193243592,153353.50508342043,30900.315773300703,0.6253868465530693,0.126013755136842,0.2485993983100887,227.341463335016,0.46674468282977033,0.31592293308974917,0.21733238408048042,Baja productividad,186.63842056243465
"Otras actividades de servicios comunitarias, sociales y personales",2018,389972.17756265454,246199.1470778474,54407.93380491399,1109.1532680071678,506.7685574108587,354.3276571161801,248.05705348012887,168.59175694351987,231311.5330385338,146032.73110222517,32272.001188730275,0.6313249027574334,0.13951747569523107,0.22915762154733557,208.54785331348722,0.4568967806598788,0.3194577948210944,0.22364542451902675,Baja productividad,186.63842056243465
"Otras actividades de servicios comunitarias, sociales y personales",2019,542933.3459498166,346051.23463826074,81720.39228816726,1116.3035158912007,506.5633231771056,329.26379127584767,280.47640143824736,259.15986394895566,209497.46526211838,133528.09704608397,31532.811849393074,0.6373733299303489,0.15051643612938204,0.21211023394026907,187.6707027074676,0.4537863725822729,0.2949590201845597,0.2512546072331673,Baja productividad,186.63842056243465
"Otras actividades de servicios comunitarias, sociales y personales",2020,515315.1621229041,420003.08020129934,79415.80517653402,994.0173765662428,490.09531176111744,265.7209455729046,238.2011192322206,367.92304089693823,140060.58464472546,114155.14483066845,21584.895847493226,0.8150411846432872,0.1541111362789538,0.030847679077758983,140.90355757014436,0.49304501441827336,0.2673202217961394,0.23963476378558712,Baja productividad,186.63842056243465
"Otras actividades de servicios comunitarias, sociales y personales",2021,974428.424632486,640680.4508726295,120044.67784275777,1095.504096142823,488.6671914012612,343.7226468519283,263.1142578896335,545.7444450585634,178550.3147957687,117395.68889315557,21996.50018057002,0.6574935979666927,0.12319496723223528,0.21931143480107201,162.98461632816273,0.4460660559114447,0.3137575186274032,0.24017642546115206,Baja productividad,186.63842056243465
"Otras actividades de servicios comunitarias, sociales y personales",2022,1809705.4411032011,1162645.318090632,247963.27366839064,1249.7170119432576,500.78553921800585,438.6961559739918,310.2353167512599,940.4484760525055,192430.04664108413,123626.68957376473,26366.492155870834,0.642450031747642,0.137018582160659,0.22053138609169895,153.9788966638643,0.4007191503613329,0.3510363960652481,0.24824445357341898,Baja productividad,186.63842056243465
Hogares privados con servicio doméstico,2016,58837.028504457405,58837.028504457405,NA,1695.899766477764,480.0950833333334,1215.8046831444306,NA,100,58837.028504457405,58837.028504457405,NA,1,NA,NA,34.693694561121845,0.2830916619149309,0.7169083380850692,NA,Baja productividad,31.95555445960176
Hogares privados con servicio doméstico,2017,74954.92037428316,74954.92037428316,NA,1648.876262456576,495.0305366014172,1153.845725855159,NA,125.54653977089747,59702.89624155632,59702.89624155632,NA,1,NA,NA,36.208233207632,0.3002229748058212,0.699777025194179,NA,Baja productividad,31.95555445960176
Hogares privados con servicio doméstico,2018,96676.20896537013,96676.20896537013,NA,1662.2472025281763,514.3671798572653,1147.880022670911,NA,168.59175694351987,57343.378299187985,57343.378299187985,NA,1,NA,NA,34.497503266645424,0.30944084554628476,0.6905591544537153,NA,Baja productividad,31.95555445960176
Hogares privados con servicio doméstico,2019,138170.54273089996,138170.54273089996,NA,1742.1314008435374,527.2449989196153,1214.886401923922,NA,259.15986394895566,53314.79212310211,53314.79212310211,NA,1,NA,NA,30.60319795469341,0.3026436459754552,0.6973563540245448,NA,Baja productividad,31.95555445960176
Hogares privados con servicio doméstico,2020,157147.83727433198,157147.83727433198,NA,1411.5785831966086,514.4650568578743,897.1135263387343,NA,367.92304089693823,42712.148956811834,42712.148956811834,NA,1,NA,NA,30.25842802183034,0.36446079799031506,0.635539202009685,NA,Baja productividad,31.95555445960176
Hogares privados con servicio doméstico,2021,230384.3407455779,230384.3407455779,NA,1477.145189422346,502.5338769227173,974.6113124996288,NA,545.7444450585634,42214.69276171112,42214.69276171112,NA,1,NA,NA,28.578566998021124,0.3402061493489606,0.6597938506510395,NA,Baja productividad,31.95555445960176
Hogares privados con servicio doméstico,2022,440175.5093999998,440175.50939999986,NA,1622.3936310771644,500.5420736982852,1121.851557378879,NA,940.4484760525055,46804.85115437889,46804.85115437889,NA,1,NA,NA,28.849257207268188,0.30852073387760875,0.6914792661223912,NA,Baja productividad,31.95555445960176
Total excluido sector público,2016,5818804.975652389,2472479.819168541,791125.7783742019,16599.742901802183,7174.260897661741,4635.505781644313,4789.97622249613,100,5818804.975652389,2472479.819168541,791125.7783742019,0.42491195864342113,0.1359601811170004,0.4391278602395785,350.53584926430756,0.4321910851331832,0.27925166124958783,0.288557253617229,NA,NA
Total excluido sector público,2017,7556695.501794625,3219777.974118487,1030926.5745475448,16890.225914765142,7245.787589268857,4686.168847360181,4958.269478136104,125.54653977089747,6019039.246788001,2564609.0923685124,821150.9265239985,0.42608279946622546,0.1364255810364083,0.43749161949736615,356.3622699401706,0.42899293507582487,0.27744855936258456,0.2935585055615906,NA,NA
Total excluido sector público,2018,10655900.867151553,4094127.844117816,1534909.3693006628,17082.69850710532,7278.556616518429,4787.756675783666,5016.385214803226,168.59175694351987,6320534.918395447,2428427.058559805,910429.665796101,0.3842122684097589,0.14404313520147846,0.47174459638876265,369.9962810774015,0.42607768400823853,0.28026934232857076,0.2936529736631907,NA,NA
Total excluido sector público,2019,15490002.939461052,5752982.712774314,2418626.520964799,17345.288582834666,7158.660823647324,4902.308871275525,5284.318887911817,259.15986394895566,5977006.895833213,2219858.671444366,933256.5946404315,0.3713997173053138,0.1561411273075556,0.47245915538713057,344.5896484967226,0.41271500266255096,0.2826305741679601,0.30465442316948893,NA,NA
Total excluido sector público,2020,19511489.295310277,7474766.269422478,3088243.550075818,15753.968702116745,6874.400771999973,4109.311054093287,4770.256876023488,367.92304089693823,5303144.170515755,2031611.3530699732,839372.1530859193,0.3830956292618365,0.1582782074363795,0.458626163301784,336.62274381713166,0.4363599358348548,0.26084291087496886,0.3027971532901766,NA,NA
Total excluido sector público,2021,33545118.94672899,11496310.052624475,5241948.115542968,17004.258316981286,6961.150260725917,4673.0470823762425,5370.060973879127,545.7444450585634,6146671.624505365,2106537.2550683157,960513.3250564664,0.3427118583446099,0.15626559929232609,0.5010225423630641,361.4783726478089,0.4093768825997057,0.2748162839722041,0.31580683342809024,NA,NA
Total excluido sector público,2022,60344187.75092389,21052730.75031355,9351444.078299511,18152.42223663747,7248.026757715765,5295.932319975996,5608.463158945713,940.4484760525055,6416533.099635206,2238584.174082725,994360.0650566015,0.3488775230053739,0.15496843071114727,0.4961540462834788,353.4808201345473,0.3992870297544588,0.29174796900036226,0.3089650012451791,NA,NA
